power,selfprotection,average_earth_discharge_density_ddt_rayskm2ao,burning_rate__failuresyear,criticality_according_to_previous_study_for_ceramics_level,removable_connectors,number_of_users,km_of_network_lt,power_per_user,lightning_risk_score,network_density,historical_risk_index,type_of_clients_COMMERCIAL,type_of_clients_INDUSTRIAL,type_of_clients_OFFICIAL,type_of_clients_STRATUM 1,type_of_clients_STRATUM 2,type_of_clients_STRATUM 3,type_of_clients_STRATUM 4,type_of_clients_STRATUM 5,type_of_clients_STRATUM 6,type_of_installation_CABINA,type_of_installation_EN H,type_of_installation_MACRO WITHOUT ANTI-FRAUD NET,type_of_installation_OTROS,type_of_installation_PAD MOUNTED,type_of_installation_POLE,type_of_installation_POLE WITH ANTI-FRAUD NET,type_of_installation_TORRE METALICA,target
2.390358688112683,0,0.5299771705653277,0.6615361697828809,0,1,0.4653048776249372,-0.5732476351301239,0.036323952764054326,0.6377452522846383,-0.49945793842754854,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,1.9437010785227518,-0.5732452816923982,-0.1645364020061092,0.6377452522846383,-0.49945737778745486,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,0.5282153542588868,-0.5732466929654721,0.022531647424666602,0.6377452522846383,-0.49945782795693766,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,2.321163938326449,-0.5732454511758531,-0.1752973786554399,0.6377452522846383,-0.49945740746510614,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
-0.4844407148228945,0,1.5113627659464408,1.7928490819991836,1,1,-0.6670837017861547,-0.5732439010488644,0.0041419069721496775,1.6668476992111727,-0.49945061572106947,3.6712404814211896,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.07649575404258399,0,0.5299771705653277,-0.4697767424334218,0,1,0.5911258308928363,-0.5732478483117226,-0.18309908672620467,0.6377452522846383,-0.499457228798648,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,0.8742229757456093,-0.5732478877897965,-0.1075844406827646,0.6377452522846383,-0.49945783413199774,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.49719810569169287,0,0.5299771705653277,-0.4697767424334218,0,1,0.622581069209811,-0.5732467427895239,-0.15033191282899264,0.6377452522846383,-0.49945723852894985,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,-0.25816560366548263,-0.5732461907771468,0.20102030475791935,0.6377452522846383,-0.49945753697408546,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.07649575404258399,0,0.5299771705653277,-0.4697767424334218,0,1,-0.3210760802994322,-0.573250202566236,-0.04734936629489776,0.6377452522846383,-0.49945823946435286,-0.23060671593389653,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
30.787767424427532,0,0.5299771705653277,-0.4697767424334218,0,1,4.994859195269305,-0.5732421513534057,0.37633426265243825,0.6377452522846383,-0.49945814430779406,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,1.062954405647458,-0.5732437434088316,-0.05694943419214394,0.6377452522846383,-0.4994574821157691,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,2.4784401299113226,-0.5732445508035071,-0.17904819984330755,0.6377452522846383,-0.4994572498040736,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
